host response time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identify_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,logP,minimum_minimum_nights,has_availability_no,availability_30,number_of_reviews,number_of_reviews_ltm,Year,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
1,0.97,1.00,2,1,1,2,1,1,1,24,1800,3.26,2,1,22,105,18,2023,4.91,4.92,4.96,4.97,4.94,4.75,4.88,2,1.68
1,1.00,0.99,2,1,1,2,1,1,1,30,700,2.85,28,1,25,1,0,2020,5,5,5,5,5,4,5,1,0.03
1,1.00,0.99,2,1,1,4,2,2,2,30,2386,3.38,1,1,25,27,23,2023,4.37,4.56,4.48,4.26,4.52,4.07,4.33,1,0.79
1,1.00,0.99,2,1,1,2,1,1,1,30,700,2.85,28,1,25,1,0,2020,5,5,5,4,5,4,5,1,0.03
1,1.00,0.99,2,1,1,2,1,1,1,32,894,2.95,3,1,25,20,14,2023,4.45,4.3,4.6,4.25,4.45,4.55,4.3,1,0.56
1,1.00,1.00,2,1,1,1,1,1,1,29,1406,3.15,1,1,25,19,9,2023,4.26,4.32,4.11,4.32,4.47,4.42,4.16,1,0.61
1,1.00,0.99,2,1,1,2,1,1,2,29,971,2.99,1,1,25,17,16,2023,4.41,4.59,4.47,4.47,4.76,4.53,4.29,1,0.54
1,1.00,0.99,2,1,1,2,1,1,1,25,700,2.85,28,1,25,2,0,2020,5,5,5,4.5,5,4.5,5,1,0.06
1,1.00,0.99,2,1,1,2,1,1,1,31,700,2.85,28,1,25,1,0,2020,5,5,5,5,5,5,5,1,0.03
1,1.00,0.99,2,1,1,2,1,1,1,31,700,2.85,28,1,25,2,0,2020,4,4.5,4.5,3,3.5,4.5,4,1,0.06
1,1.00,0.99,2,1,1,2,1,1,1,31,700,2.85,28,1,25,1,0,2020,5,5,5,5,5,5,5,1,0.03
1,1.00,0.99,2,1,1,2,1,1,1,31,700,2.85,28,1,25,1,0,2020,3,3,4,4,5,4,4,1,0.03
1,1.00,0.99,2,1,1,2,1,1,1,31,700,2.85,28,1,25,2,0,2020,5,5,5,5,5,5,5,1,0.06
1,1.00,0.99,2,1,1,2,1,1,1,31,700,2.85,28,1,25,2,0,2020,5,5,5,4.5,5,5,5,1,0.06
1,1.00,0.99,2,1,1,2,1,1,1,30,700,2.85,28,1,25,2,0,2020,5,5,5,5,5,5,5,1,0.06
1,1.00,0.99,2,1,1,2,1,1,1,31,700,2.85,28,1,25,1,0,2020,5,5,5,5,5,5,5,1,0.03
1,1.00,0.99,2,1,1,2,1,1,1,30,700,2.85,28,1,25,1,0,2020,5,5,5,5,5,5,5,1,0.03
1,1.00,0.99,2,1,1,2,1,1,1,28,700,2.85,28,1,25,2,0,2020,4.5,5,4.5,4,5,5,5,1,0.06
1,1.00,0.99,2,1,1,2,1,1,1,30,1561,3.19,1,1,27,67,46,2023,4.72,4.73,4.83,4.49,4.72,4.7,4.7,1,2.46
1,1.00,0.99,2,1,1,4,2,2,2,36,2765,3.44,1,1,25,42,37,2023,4.6,4.67,4.64,4.64,4.67,4.9,4.64,1,2.08
3,0.70,0.99,1,1,1,4,1,1,2,36,7127,3.85,1,1,25,89,78,2022,4.82,4.79,4.87,4.79,4.56,4.37,4.81,1,4.43
1,1.00,1.00,2,2,1,2,2,1,1,29,2500,3.40,1,1,30,1,1,2023,5,5,5,5,5,5,5,1,1
1,0.99,0.99,2,1,1,2,2,1,1,58,1143,3.06,1,1,25,10,6,2022,4.1,4.2,4,4.4,4.3,4.3,4.1,1,0.67
1,0.99,0.99,2,1,1,2,1,1,1,59,1200,3.08,1,1,25,30,29,2023,4.67,4.6,4.77,4.73,4.8,4.57,4.73,2,2.34
1,0.96,1.00,2,1,4,2,1,1,1,19,854,2.93,1,1,25,43,40,2023,4.51,4.6,4.6,4.56,4.33,4.56,4.63,1,3.34
4,0.25,0.80,2,1,4,2,4,1,1,15,800,2.90,1,1,30,1,1,2022,1,1,1,1,1,1,1,2,0.21
1,0.97,0.85,2,1,4,2,1,1,1,23,1400,3.15,1,1,25,3,3,2023,3.67,3.67,4.33,3.67,3.67,3.67,3.67,2,1.05
1,1.00,0.87,2,1,1,1,1,1,1,38,1299,3.11,30,1,25,3,3,2023,5,5,5,5,5,5,5,2,0.76
1,0.99,0.97,2,1,1,2,1,1,1,7,1513,3.18,1,1,25,1,1,2022,3,4,4,4,2,3,3,1,0.12
1,0.99,0.97,2,1,1,2,1,1,1,7,1513,3.18,1,1,25,10,10,2023,4.6,4.6,4.6,4.6,4.6,4.6,4.6,1,1.11
1,0.99,0.97,2,1,1,2,1,1,1,19,1513,3.18,1,1,25,23,23,2023,4.7,4.7,4.78,4.65,4.65,4.78,4.65,1,2.56
3,1.00,1.00,2,1,1,3,1,1,1,28,4286,3.63,7,1,25,3,3,2023,5,5,5,5,5,5,5,2,0.53
1,1.00,0.99,1,1,4,4,1,1,3,27,1396,3.14,1,1,26,31,31,2023,4.81,4.73,4.8,4.63,4.8,4.83,4.77,2,4.08
1,1.00,0.99,2,1,1,4,2,2,2,35,2058,3.31,1,1,25,14,14,2023,4.21,4.29,4.57,4.36,4.36,4,4.21,1,1.81
1,1.00,0.99,2,1,1,4,2,2,2,35,2058,3.31,1,1,25,7,7,2022,4.57,4.57,4.57,5,4.29,4.57,4.57,1,1.07
1,1.00,0.99,2,1,1,4,1,1,2,37,2314,3.36,1,1,25,8,8,2023,4.88,5,4.63,4.75,4.88,5,5,1,1.19
1,1.00,0.99,2,1,1,4,1,1,2,36,2314,3.36,1,1,25,9,9,2023,4.56,4.67,4.67,4.67,4.67,4.67,4.67,1,1.18
1,1.00,0.87,2,1,1,2,1,1,1,28,733,2.87,60,1,25,2,2,2023,5,5,5,5,5,5,5,2,0.49
1,1.00,1.00,2,1,1,2,1,1,1,39,1700,3.23,2,1,25,8,8,2023,4.88,5,4.88,5,4.75,5,4.88,1,1.05
1,1.00,0.74,1,1,1,2,1,1,1,18,1057,3.02,30,1,25,4,4,2023,5,5,4.5,4.5,5,4.75,5,2,0.65
1,1.00,0.99,2,1,1,2,1,1,1,37,1700,3.23,1,1,25,11,11,2023,5,5,5,4.82,5,4.82,4.91,1,1.51
1,0.99,0.84,2,1,4,2,1,1,1,31,1343,3.13,1,1,25,4,4,2023,5,5,4.75,5,5,4.25,5,2,0.62
1,1.00,0.99,2,1,1,2,1,1,2,35,912,2.96,1,1,25,17,17,2023,4.59,4.76,4.65,4.76,4.88,4.29,4.71,1,2.93
2,0.93,0.60,2,1,1,5,2,2,3,23,5000,3.70,1,1,25,2,2,2022,5,5,5,5,5,4.5,5,2,0.38
1,1.00,1.00,2,1,4,2,1,1,1,27,567,2.75,1,1,25,20,20,2023,4.8,4.6,4.5,4.6,4.7,4.8,4.55,1,3.51
1,1.00,0.99,1,1,1,2,2,1,1,49,1576,3.20,1,1,25,10,10,2023,5,4.9,5,4.7,4.8,4.9,4.8,1,2.04
1,1.00,1.00,2,1,1,4,2,2,3,29,3199,3.51,3,1,28,7,7,2023,4.86,4.86,4.71,5,5,5,4.86,2,1.41
2,1.00,0.84,2,1,1,4,1,2,2,34,2544,3.41,1,1,25,3,3,2023,5,5,4.67,5,4.67,5,5,2,0.66
1,1.00,0.97,2,1,4,2,2,1,1,40,1557,3.19,30,1,25,1,1,2022,5,5,5,5,5,5,5,1,0.26
1,1.00,1.00,2,1,4,1,1,1,1,2,800,2.90,1,1,25,1,1,2023,5,5,5,5,5,5,5,1,0.68
1,1.00,0.99,1,1,4,2,1,1,1,38,2200,3.34,2,1,25,3,3,2023,5,5,5,5,5,4.67,5,1,0.87
1,1.00,1.00,2,1,4,2,1,1,1,6,900,2.95,1,1,26,1,1,2022,4,5,5,5,5,4,5,1,0.25
1,1.00,1.00,2,1,4,2,1,1,1,6,900,2.95,1,1,26,2,2,2023,4.5,4.5,5,5,4.5,4,4.5,1,0.71
1,1.00,1.00,2,1,4,2,1,1,2,4,900,2.95,1,1,26,1,1,2022,5,5,5,1,5,1,5,1,0.24
1,1.00,1.00,2,1,4,2,1,1,1,6,1150,3.06,1,1,25,2,2,2023,4.5,5,5,5,5,5,5,1,0.67
1,1.00,0.97,2,1,4,2,2,1,1,40,1259,3.10,28,1,25,1,1,2022,5,5,5,5,5,5,5,1,0.28
1,1.00,1.00,2,1,4,2,1,1,1,12,600,2.78,1,1,25,3,3,2023,4.67,5,5,5,5,5,5,1,0.73
1,1.00,0.83,1,1,1,1,1,1,1,27,600,2.78,28,1,25,1,1,2023,5,5,5,5,5,5,5,2,0.46
1,1.00,0.99,1,1,4,2,1,1,1,30,450,2.65,1,1,26,11,11,2023,4.64,5,4.73,5,5,4.36,4.91,2,3.98
1,1.00,0.99,2,1,1,2,1,1,1,37,1086,3.04,30,1,25,7,7,2023,4.71,4.71,4.71,4.71,4.86,4.86,4.86,1,1.78
1,0.98,1.00,2,1,1,2,1,1,1,27,700,2.85,2,1,25,7,7,2023,5,5,4.86,4.86,5,4.57,4.86,1,2.66
1,1.00,1.00,2,1,1,2,1,1,1,27,778,2.89,1,1,25,14,14,2023,4.79,4.86,4.93,5,5,4.14,4.93,1,5.06
2,1.00,0.88,2,1,1,4,1,2,2,14,3358,3.53,5,1,25,3,3,2023,4,4.67,4,4.67,4.67,4.67,3.67,1,1.36
1,1.00,1.00,2,1,1,2,1,1,1,57,4800,3.68,5,1,25,2,2,2023,5,5,5,5,5,5,5,2,0.71
1,0.84,0.98,2,1,4,1,1,1,1,3,350,2.54,1,1,25,5,5,2023,4.2,4.4,4.2,4.8,4.8,4.4,4.2,1,1.83
1,1.00,1.00,2,1,4,4,1,1,1,8,338,2.53,1,1,25,1,1,2023,5,5,5,5,5,5,5,2,0.94
1,1.00,1.00,2,1,1,8,2,2,4,2,3300,3.52,1,1,25,1,1,2023,5,5,5,5,5,5,5,1,0.38
1,1.00,1.00,2,1,1,2,1,1,1,56,4700,3.67,5,1,25,1,1,2023,5,5,5,5,5,5,5,2,0.79
1,1.00,0.99,2,1,1,2,1,1,1,31,894,2.95,3,1,25,3,3,2023,5,5,5,5,5,4.33,5,1,3
1,1.00,0.99,2,1,1,2,1,1,1,15,951,2.98,2,1,25,3,3,2023,4.33,5,5,5,5,4,4,1,1.64
1,0.97,1.00,2,1,1,2,1,1,1,25,450,2.65,1,1,25,1,1,2023,5,5,5,5,5,4,5,2,0.61
1,0.84,0.98,2,1,4,2,1,1,1,3,525,2.72,1,1,25,2,2,2023,3.5,3.5,3.5,4,5,5,4,1,1.58
1,1.00,0.98,2,1,4,4,2,2,3,25,2019,3.31,1,1,25,1,1,2023,3,3,2,3,5,4,4,1,1
1,1.00,1.00,2,2,4,1,2,1,1,41,800,2.90,1,1,25,3,3,2023,5,5,5,5,5,5,5,1,3
1,1.00,1.00,2,1,4,2,1,1,1,9,2271,3.36,1,1,25,1,1,2023,4,5,5,3,5,5,4,1,1
1,1.00,0.99,2,1,1,2,1,1,1,30,1433,3.16,1,1,25,2,2,2023,5,5,5,5,5,4.5,5,1,2
1,1.00,1.00,2,1,4,2,1,1,1,27,539,2.73,1,1,25,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,1.00,2,1,1,3,1,1,1,18,1778,3.25,3,1,25,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,1.00,2,1,1,3,1,1,1,48,1841,3.27,1,1,25,2,2,2023,5,5,5,5,5,5,5,1,2
1,1.00,0.99,2,1,1,5,1,2,2,24,1800,3.26,30,1,15,1,1,2023,5,5,5,5,5,5,5,1,0.44
2,1.00,0.73,2,1,1,2,1,1,1,43,1200,3.08,2,1,24,13,8,2023,4.78,5,5,5,5,4.89,4.78,2,0.17
1,1.00,0.90,2,1,1,5,1,2,2,43,1590,3.20,1,1,24,83,8,2023,4.46,4.61,4.53,4.72,4.59,4.35,4.46,1,1.6
1,1.00,1.00,1,1,1,4,3,2,3,32,2170,3.34,31,1,24,37,2,2023,4.68,4.86,4.86,4.7,4.81,4.68,4.65,2,0.62
1,1.00,0.97,2,1,4,1,2,1,1,11,340,2.53,14,1,24,6,5,2023,3.17,3.5,3,3.5,3.67,3.5,3.83,2,0.16
1,1.00,0.98,1,1,1,2,2,1,1,57,1679,3.23,1,1,24,19,14,2023,4.84,4.95,4.74,4.74,4.84,4.95,4.89,1,0.51
1,1.00,1.00,2,1,4,2,2,1,1,30,429,2.63,2,1,24,9,9,2023,4.78,4.89,4.33,5,5,4.44,4.67,2,0.85
1,1.00,1.00,2,1,1,4,2,2,2,40,3980,3.60,1,1,24,70,51,2023,4.56,4.51,4.2,4.76,4.91,4.79,4.47,1,2.86
1,1.00,1.00,2,1,1,4,2,2,2,34,2953,3.47,1,1,24,59,38,2023,4.31,4.36,3.97,4.76,4.78,4.71,4.19,1,2.54
1,1.00,1.00,2,1,1,2,1,1,1,28,1345,3.13,30,1,24,2,2,2022,5,5,5,4.5,5,5,4.5,2,0.22
1,1.00,1.00,2,1,1,4,2,2,2,39,3771,3.58,1,1,24,36,36,2023,4.5,4.75,4.56,4.58,4.69,4.6,4.61,1,3.17
1,1.00,0.99,2,1,1,2,2,1,1,33,1480,3.17,2,1,24,11,11,2023,5,5,5,5,5,5,5,2,1.73
3,0.90,0.95,2,1,4,2,1,1,1,38,800,2.90,15,1,24,7,7,2023,4.43,4.43,4.29,4.86,4.29,4.43,4.57,1,1.21
1,1.00,1.00,2,1,1,8,5,4,4,39,5595,3.75,2,1,24,1,1,2023,5,5,5,5,5,5,5,2,1
1,1.00,1.00,1,1,1,16,4,3,9,52,6429,3.81,2,1,24,2,2,2023,4.5,4.5,4.5,4.5,4,4.5,4.5,1,2
2,0.98,1.00,2,1,1,2,1,1,1,23,1136,3.06,3,1,24,4,2,2023,5,4.67,4.67,5,5,4.33,4.67,1,0.27
1,0.97,1.00,2,1,1,6,1,2,2,20,1971,3.29,1,1,24,23,14,2023,4.04,4.26,4,4.83,4.52,4.61,4.09,2,0.67
1,0.97,0.96,2,1,1,2,1,1,1,30,4760,3.68,2,1,24,1,1,2022,5,5,5,5,5,5,5,2,0.15
1,0.96,1.00,1,1,3,2,1,1,1,14,2000,3.30,1,1,24,396,5,2023,4.78,4.91,4.78,4.91,4.9,4.56,4.74,1,4.18
1,1.00,1.00,2,1,1,2,1,1,1,40,1643,3.22,2,1,24,12,12,2023,4.92,4.75,4.75,5,4.75,4.83,4.67,1,1.69
1,1.00,0.99,1,1,1,2,1,1,1,28,1629,3.21,2,1,24,16,12,2023,4.81,4.75,4.81,4.69,4.94,4.88,4.88,1,0.39
1,1.00,1.00,2,1,1,3,1,1,1,17,1236,3.09,2,1,24,160,14,2023,4.93,4.98,4.97,4.9,4.98,4.54,4.81,1,1.95
1,1.00,0.97,1,1,4,2,1,1,1,22,2250,3.35,1,1,24,10,8,2023,4.9,5,4.7,5,5,4.7,4.7,2,0.12
1,0.99,0.90,2,1,1,2,1,1,1,46,1256,3.10,1,1,24,22,22,2023,4.82,4.86,4.91,4.86,4.91,4.77,4.82,1,2.99
1,1.00,1.00,1,1,4,8,2,2,2,38,1214,3.08,1,1,24,115,15,2023,4.71,4.82,4.56,4.93,4.93,4.66,4.76,2,1.32
1,1.00,0.90,2,1,4,2,1,1,1,12,1360,3.13,1,1,24,13,0,2020,4.69,4.77,4.77,5,4.62,4.77,4.69,1,0.18
1,1.00,0.96,1,1,1,5,2,1,3,24,1800,3.26,2,1,13,23,11,2023,4.7,4.87,4.39,4.65,4.87,4.48,4.87,2,0.58
1,1.00,0.99,2,1,1,2,1,1,1,21,1200,3.08,1,1,24,34,10,2023,4.79,4.88,4.91,4.91,4.97,4.5,4.79,1,0.64
1,1.00,1.00,1,1,1,5,1,1,4,32,2297,3.36,1,1,24,48,11,2023,4.92,4.9,4.98,5,4.94,4.96,4.85,1,0.96
1,1.00,0.99,1,1,1,2,2,1,1,51,1444,3.16,1,1,24,44,20,2023,4.8,4.86,4.82,4.82,4.91,4.75,4.82,1,0.99
1,0.90,1.00,1,1,1,2,1,1,1,42,860,2.93,30,1,24,10,3,2023,4.5,4.7,4.5,4.8,4.9,4.2,4.6,1,0.24
1,1.00,1.00,2,1,1,3,1,1,1,32,1020,3.01,1,1,24,4,2,2023,4.75,4.5,4.5,5,5,4.75,4.75,2,0.1
1,1.00,1.00,2,1,1,4,2,1,3,38,1087,3.04,1,1,24,36,16,2023,4.31,4.5,4.17,4.72,4.83,4.53,4.36,1,0.88
1,1.00,1.00,2,1,1,2,1,1,1,50,1400,3.15,2,1,24,27,19,2023,4.7,4.59,4.7,4.63,4.63,4.56,4.59,1,0.71
1,1.00,1.00,1,1,1,2,1,1,1,30,1186,3.07,30,1,24,30,15,2023,4.7,4.9,4.7,4.93,4.83,4.6,4.73,1,0.79
1,1.00,0.93,1,1,1,2,1,1,1,28,2027,3.31,5,1,24,7,7,2023,4.14,4.43,4.29,4.43,4.43,4.43,4.29,1,0.99
1,1.00,0.95,1,1,1,6,3,3,3,44,11271,4.05,1,1,24,2,2,2023,5,5,5,5,5,5,5,1,0.68
1,1.00,1.00,1,1,1,4,1,2,2,43,3300,3.52,2,1,24,18,18,2023,4.61,4.5,4.56,4.78,4.78,4.56,4.33,1,2.21
1,1.00,0.99,2,1,1,3,1,1,2,35,2800,3.45,28,1,24,2,2,2022,4.5,4.5,5,5,5,5,5,1,0.32
1,1.00,1.00,1,1,1,4,1,2,2,46,3400,3.53,3,1,24,13,13,2023,4.85,4.92,4.77,5,5,4.85,4.54,2,1.7
1,1.00,0.91,1,1,1,3,1,1,2,19,2800,3.45,2,1,24,6,6,2023,4.67,4.67,4.5,4.67,4.83,4.83,4.67,2,1.55
1,1.00,0.91,1,1,1,3,1,1,2,18,2800,3.45,2,1,24,3,3,2023,5,5,5,5,5,5,5,2,0.47
1,1.00,0.91,1,1,1,5,2,2,2,19,4800,3.68,2,1,24,4,4,2023,4.75,4.5,3.75,4.75,4.75,4.75,4.25,2,0.92
1,0.98,0.60,2,1,1,3,1,1,1,17,828,2.92,1,1,24,4,4,2023,4.75,5,5,5,5,5,4.75,1,1.64
1,0.96,0.99,1,1,1,2,1,1,1,23,1020,3.01,1,1,26,10,10,2023,5,5,4.9,5,5,5,5,1,5.26
1,1.00,1.00,1,1,1,2,1,1,1,42,1353,3.13,2,1,24,3,3,2023,5,5,5,5,5,4.67,5,1,2.65
1,1.00,0.74,1,1,1,2,1,1,1,22,929,2.97,28,1,24,6,5,2023,5,5,4.83,5,5,4.67,4.83,2,0.41
1,1.00,1.00,2,1,1,4,1,2,2,51,1572,3.20,2,1,24,25,8,2023,4.71,4.65,4.79,4.83,4.88,4.91,4.39,1,0.28
1,1.00,0.95,1,1,1,2,1,1,1,49,3378,3.53,2,1,24,34,13,2023,4.91,4.94,4.88,5,4.94,4.85,4.79,2,0.56
1,1.00,0.95,1,1,1,4,2,2,2,42,8186,3.91,1,1,24,5,5,2022,5,5,4.8,5,5,5,5,1,0.63
1,1.00,0.99,2,1,4,2,1,1,1,30,2267,3.36,1,1,25,10,10,2023,4.7,4.7,4.7,5,4.9,4.8,4.8,1,1.14
1,1.00,1.00,1,1,1,2,1,1,1,46,1000,3.00,30,1,24,2,0,2021,4,3.5,3.5,2.5,3.5,4.5,4,1,0.08
1,1.00,1.00,1,1,1,2,1,1,2,36,1000,3.00,30,1,26,2,2,2022,4,5,5,4,5,4.5,3.5,1,0.27
1,1.00,1.00,2,1,1,2,1,1,2,46,1000,3.00,30,1,26,1,1,2022,2,2,2,4,5,4,2,1,0.3
1,0.99,0.84,2,1,4,8,5,5,5,20,11000,4.04,1,1,24,2,2,2023,5,5,5,5,5,5,5,2,0.58
1,1.00,0.99,1,1,4,2,1,1,1,27,450,2.65,1,1,24,15,13,2023,4.8,4.87,4.8,4.93,5,4.6,4.93,2,0.31
1,1.00,1.00,1,2,4,2,2,1,1,45,700,2.85,15,1,24,1,1,2022,5,5,5,5,5,5,5,2,0.18
1,0.97,0.96,2,1,1,3,1,1,1,34,4165,3.62,2,1,24,4,4,2022,5,5,5,5,5,5,4.75,2,0.82
1,0.97,0.96,2,1,1,5,2,2,2,33,6664,3.82,2,1,24,2,2,2022,5,5,5,5,4.5,4.5,5,2,0.47
1,0.99,0.98,2,1,1,2,1,1,1,46,1500,3.18,1,1,25,9,9,2023,4.89,5,5,5,5,4.33,4.78,2,1.96
1,1.00,1.00,2,1,1,4,1,1,4,21,1929,3.29,1,1,26,16,8,2023,4.69,4.81,4.63,4.75,4.75,4.75,4.5,1,0.27
1,1.00,0.99,1,1,1,2,1,1,1,11,829,2.92,1,1,24,228,32,2023,4.92,4.96,4.93,4.94,4.94,4.8,4.88,1,2.77
1,0.90,1.00,2,2,4,2,1,1,1,26,1500,3.18,1,1,24,1,1,2023,5,5,5,5,4,5,5,2,1
1,1.00,1.00,2,1,1,5,1,1,3,28,1890,3.28,1,1,24,21,7,2023,4.76,4.9,4.67,4.62,4.86,4.9,4.71,1,0.38
1,1.00,1.00,2,1,1,6,2,3,4,37,10350,4.01,3,1,25,9,1,2023,5,5,5,5,5,4.56,5,1,0.17
1,1.00,1.00,2,1,1,2,1,1,1,42,2023,3.31,1,1,24,20,19,2023,4.9,4.75,5,4.8,4.95,4.6,4.85,1,1.34
1,1.00,0.96,2,2,4,2,1,1,1,16,2499,3.40,1,1,24,8,6,2023,4.75,4.88,5,4.63,4.75,4.75,4.75,1,0.26
1,1.00,1.00,2,2,4,4,1,1,3,26,650,2.81,1,1,27,3,3,2022,4.33,3.33,3.67,4,4.67,3.67,4,1,0.37
1,1.00,0.96,2,1,1,4,3,1,2,18,1536,3.19,1,1,24,4,4,2023,5,4.75,5,5,5,5,5,2,2.67
1,1.00,1.00,2,1,4,2,1,1,1,19,822,2.91,1,1,25,5,5,2023,4.8,4.4,5,4.4,4.8,4.8,4.4,2,5
1,1.00,1.00,1,1,4,4,1,1,4,13,1000,3.00,1,1,25,12,12,2023,4.92,4.83,4.83,4.92,4.92,4.75,4.83,2,1.18
1,1.00,1.00,1,1,4,3,1,1,2,12,1290,3.11,1,1,24,3,3,2023,5,5,5,5,5,5,5,1,0.34
1,1.00,1.00,2,1,1,4,1,2,2,20,1700,3.23,1,1,24,225,18,2023,4.53,4.67,4.76,4.67,4.73,4.35,4.53,1,2.08
1,0.97,0.76,1,1,2,8,2,1,8,18,377,2.58,1,1,24,111,13,2023,4.88,4.89,4.89,4.92,4.91,4.7,4.85,2,1.11
1,1.00,1.00,2,1,1,4,2,2,6,32,2235,3.35,3,1,24,17,3,2023,4.65,4.82,4.82,4.88,4.88,4.41,4.71,1,0.2
1,1.00,0.89,2,1,4,2,1,1,1,25,1057,3.02,1,1,24,457,9,2023,4.96,4.97,4.99,4.99,4.97,4.83,4.94,2,5.57
1,1.00,1.00,2,1,1,6,3,3,4,26,3250,3.51,7,1,24,56,1,2022,4.71,4.77,4.82,4.77,4.88,4.16,4.68,1,0.74
1,1.00,0.99,1,2,4,2,1,1,1,23,950,2.98,1,1,28,85,6,2023,4.76,4.87,4.84,4.88,4.88,4.34,4.78,1,1.15
1,1.00,1.00,2,1,3,2,1,1,1,17,1490,3.17,1,1,24,27,1,2022,3.96,4.42,4.23,4.65,3.85,4.4,4.28,1,0.38
1,1.00,1.00,2,1,3,2,1,1,1,17,1323,3.12,1,1,24,243,222,2023,4.37,4.44,4.4,4.69,4.48,4.36,4.51,1,3.48
1,1.00,1.00,2,1,4,2,1,1,1,12,1440,3.16,1,1,27,6,2,2023,5,5,5,5,4.67,4.67,5,1,0.09
1,0.89,1.00,2,1,3,2,1,1,1,19,2343,3.37,1,1,24,13,0,2020,4.54,5,4.54,4.92,4.92,4.77,4.38,1,0.2
1,0.89,1.00,2,1,3,2,1,1,1,19,2343,3.37,1,1,24,2,1,2022,5,5,5,5,5,5,5,1,0.04
1,0.89,1.00,2,1,3,2,1,1,1,19,2343,3.37,1,1,24,2,0,2021,5,5,5,5,5,5,5,1,0.03
1,0.89,1.00,2,1,4,2,1,1,1,28,3799,3.58,1,1,24,25,11,2023,4.52,4.75,4.5,5,4.5,4.75,4.25,1,0.51
1,0.89,1.00,2,1,4,2,1,1,1,19,2343,3.37,1,1,24,2,0,2022,5,5,5,5,5,5,5,1,0.14
1,1.00,0.99,1,1,1,2,1,1,1,26,1015,3.01,3,1,27,92,19,2023,4.84,4.89,4.75,4.92,4.97,4.62,4.75,2,1.38
1,0.97,0.76,1,1,4,2,1,1,1,14,1100,3.04,1,1,25,52,5,2023,4.75,4.96,4.81,5,4.96,4.88,4.73,2,0.85
2,0.85,0.63,2,1,4,4,1,1,3,7,1000,3.00,1,1,24,1,1,2022,1,1,1,1,1,3,1,2,0.1
1,1.00,0.98,2,1,3,3,1,1,2,11,1170,3.07,1,1,24,2,2,2022,5,5,4.5,5,5,5,5,1,0.32
2,0.90,1.00,2,1,4,2,1,1,1,24,1800,3.26,1,1,16,9,3,2023,5,5,5,4.89,5,4.78,4.89,2,0.13
1,1.00,1.00,1,1,1,2,1,1,1,24,1800,3.26,21,1,2,27,4,2023,4.81,4.85,4.89,4.7,4.85,4.96,4.81,1,0.57
1,1.00,0.97,2,2,1,2,1,1,1,46,1364,3.13,15,1,24,34,9,2023,4.91,4.88,4.85,4.97,4.94,4.65,4.91,2,0.64
2,0.80,0.60,2,1,1,2,1,1,1,39,750,2.88,1,1,24,41,1,2023,4.51,4.83,4.41,4.93,4.9,4,4.71,2,0.76
2,1.00,0.61,2,1,4,2,1,1,2,16,499,2.70,3,1,24,33,4,2023,4.73,4.73,4.42,4.7,4.82,4.76,4.76,2,0.62
1,1.00,0.93,2,1,1,10,4,4,8,20,4750,3.68,1,1,27,17,11,2023,4.29,4.12,4.18,4.53,4.41,4.53,4.06,2,0.33
1,1.00,0.99,2,1,1,2,2,1,1,29,1900,3.28,1,1,27,6,4,2023,4.5,4.67,4.67,4.17,5,5,4.5,2,0.13
1,1.00,0.99,2,2,4,2,1,1,1,14,390,2.59,2,1,24,18,8,2022,4.67,4.67,4.61,4.72,4.78,4.39,4.72,1,0.4
2,1.00,0.85,1,1,4,2,1,1,1,9,750,2.88,1,1,24,3,3,2023,5,5,5,5,5,4.67,5,2,1.45
1,1.00,0.99,2,1,1,2,1,1,1,32,700,2.85,28,1,24,38,1,2023,4.89,4.92,4.97,4.66,4.82,4.42,4.82,1,0.82
1,1.00,0.99,1,1,4,2,1,1,1,20,649,2.81,7,1,24,12,6,2023,4.83,4.83,4.75,4.58,4.83,4.67,4.83,2,0.27
1,1.00,0.92,2,1,3,2,1,1,1,14,6742,3.83,1,1,24,4,1,2022,4.25,4,4.5,4,4.75,4.75,4.25,1,0.1
1,1.00,0.99,2,1,1,2,1,1,1,25,894,2.95,3,1,24,83,19,2023,4.74,4.76,4.91,4.56,4.84,4.62,4.73,1,1.9
1,1.00,0.99,2,1,1,4,2,2,2,38,3334,3.52,1,1,24,11,9,2023,5,5,5,5,5,5,5,1,0.27
1,1.00,0.99,2,1,1,4,1,2,2,25,1923,3.28,3,1,24,65,32,2023,4.69,4.78,4.84,4.56,4.69,4.77,4.7,1,1.51
1,1.00,0.99,2,1,1,4,2,2,2,32,1246,3.10,28,1,24,15,0,2020,4.93,4.87,5,4.67,4.93,4.53,4.87,1,0.36
1,1.00,0.99,2,1,1,4,2,2,2,32,1246,3.10,28,1,24,10,0,2020,4.4,3.7,4.5,3.7,4.6,4.4,4.5,1,0.25
1,1.00,0.99,2,1,1,2,1,1,1,31,894,2.95,3,1,24,23,8,2023,4.74,4.87,4.87,4.57,4.87,4.7,4.65,1,0.55
2,1.00,0.61,2,1,4,2,1,1,1,16,1199,3.08,3,1,24,12,5,2023,4.67,4.5,4.67,4.83,5,5,4.92,2,0.31
